LPE.PA,Laurent Perrier SA,1,1,0.1
VRAP.PA,Vranken Pommery Monopole,1,1,0.1
MLBDM.PA,Bd Multimedia,1,1,0.1
SCDU.PA,Schaeffer Dufour,1,1,0.1
ALHPC.PA,Heurtey Petrochem,1,1,0.1
MLNEI.PA,News Invest,1,1,0.1
SX.PA,CS Communication et Systemes,1,1,0.1
03894.PA,** SEE<OPEC.PA>,1,1,0.1
SFCA.PA,Societe Francaise de Casinos,1,1,0.1
SPVX.PA,Selcodis SA,1,1,0.1
ENTC.PA,Entrepose Contracting SA,1,1,0.1
TFF.PA,Tonnellerie Francois freres,1,1,0.1
ALPRO.PA,Prodware,1,1,0.1
CGR.PA,Cegereal,1,1,0.1
EMG.PA,Euromedis Group,1,1,0.1
LNA.PA,Le Noble Age,1,1,0.1
CAFO.PA,Cafom SA,1,1,0.1
XIL.PA,Xilam Animation,1,1,0.1
COH.PA,Coheris SA,1,1,0.1
GECM.PA,Gecimed,1,1,0.1
OVG.PA,OVERLAP GROUPE REGR,1,1,0.1
ALMGI.PA,MG International,1,1,0.1
KORI.PA,Korian,1,1,0.1
SMTPC.PA,SMTPC,1,1,0.1
MLTEL.PA,Telemedia Group,1,1,0.1
ALTRI.PA,Trilogiq,1,1,0.1
ITS.PA,ITS Group,1,1,0.1
CCN.PA,Cred Ag De Normandie Seine,1,1,0.1
SDT.PA,Visiodent SA,1,1,0.1
CMD.PA,CMT Medical Technologies Ltd.,1,1,0.1
ALMEO.PA,Groupe Promeo,1,1,0.1
MLSEN.PA,Senior Planet,1,1,0.1
ALWAT.PA,Aerowatt,1,1,0.1
ALTRA.PA,TRAQUEUR,1,1,0.1
ALWEB.PA,Weborama,1,1,0.1
ALMIN.PA,MINDSCAPE,1,1,0.1
MRB.PA,Mr Bricolage SA,1,1,0.1
MLSEC.PA,Securinfor,1,1,0.1
ALNEX.PA,Nexeya S.A.,1,1,0.1
HCO.PA,High Co,1,1,0.1
ALANT.PA,ANTEVENIO R,1,1,0.1
PUS.PA,Public Systeme Hopscotch S.A.,1,1,0.1
AFO.PA,Afone SA,1,1,0.1
SEC.PA,Soditech Ingenierie,1,1,0.1
SFPI.PA,Fonciere Paris-France,1,1,0.1
VET.PA,Vet Affaires,1,1,0.1
GG.PA,Guyenne & Gascogne,1,1,0.1
COI.PA,United Anodisers S.A.,1,1,0.1
LDL.PA,ldlc.com SA,1,1,0.1
ALGFT.PA,Genfit,1,1,0.1
DBT.PA,Encres Dubuit SA,1,1,0.1
LEX.PA,Lexibook,1,1,0.1
OLG.PA,OL Groupe,1,1,0.1
MLJLM.PA,JMLD Ecologic Group,1,1,0.1
LOUP.PA,LDC SA,1,1,0.1
MAN.PA,Manutan International SA,1,1,0.1
ALCRM.PA,CRM Company,1,1,0.1
ALARK.PA,ARKOON NETWORK SEC.,1,1,0.1
DIG.PA,Digigram SA,1,1,0.1
018562.PA,Keyyo S.A.,1,1,0.1
BOZ.PA,Lanson-BCC S.A,1,1,0.1
MLMAT.PA,SIMAT,1,1,0.1
ALBUD.PA,Budget Telecom,1,1,0.1
GEA.PA,Gea (Grenobloise D'Electr,1,1,0.1
ALBRO.PA,BROSSARD,1,1,0.1
CIV.PA,Cred Ag Ille Et Villaine,1,1,0.1
TER.PA,Terreis,1,1,0.1
THEP.PA,Thermador Groupe,1,1,0.1
ALHOM.PA,HOMAIR,1,1,0.1
ODET.PA,Financiere De L'Odet,1,1,0.1
AVF.PA,Avenir Finance SA,1,1,0.1
MLICT.PA,IC TELECOM,1,1,0.1
MPE.PA,Mondial Peche,1,1,0.1
MLALT.PA,Altergaz,1,1,0.1
QUA.PA,Quantel SA,1,1,0.1
